Id,Amount,Currency,Year,Work experience,Education,Company size,Designation,Status,Created at,Updated at,Primary technology,Pegged salary,Advice,Company base lk,Id [Salary votes],Vote type [Salary votes],Created at [Salary votes],Updated at [Salary votes]
440,150000,LKR,2022,1_to_3,bachelors_degree,50 - 100,Senior Quality Assurance Engineer,approved,,,,TRUE,,TRUE,,,,
441,35000,LKR,2022,0_to_1,bachelors_degree,300+,Internship,approved,,,,TRUE,,TRUE,,,,
442,130000,LKR,2022,1_to_3,bachelors_degree,50 - 100,Business Analyst,approved,,,,TRUE,,TRUE,,,,
443,80000,LKR,2022,0_to_1,bachelors_degree,100 - 200,Associate Quality Assurance Engineer,approved,,,,TRUE,,TRUE,,,,
444,100000,LKR,2022,0_to_1,bachelors_degree,50 - 100,Software Engineer,approved,,,,TRUE,,TRUE,,,,
445,30000,LKR,2022,0_to_1,bachelors_degree,500+,Internship,approved,,,,TRUE,,TRUE,,,,
446,30000,LKR,2022,0_to_1,bachelors_degree,500+,Internship,approved,,,,TRUE,,TRUE,,,,
447,15000,LKR,2022,0_to_1,bachelors_degree,10 - 50,Internship,approved,,,,TRUE,,TRUE,,,,
448,35000,LKR,2022,0_to_1,bachelors_degree,200 - 300,Business Analyst,approved,,,,TRUE,,TRUE,,,,
449,20000,LKR,2022,0_to_1,bachelors_degree,100 - 200,Internship,approved,,,,TRUE,,TRUE,,,,
450,70000,LKR,2022,1_to_3,bachelors_degree,50 - 100,Associate Software Engineer,approved,,,,TRUE,,TRUE,,,,
451,20000,LKR,2022,0_to_1,bachelors_degree,10_to_50,Internship,approved,,,,TRUE,,TRUE,,,,
452,250,USD,2022,1_to_3,bachelors_degree,100 - 200,Technical Lead,approved,,,,TRUE,,TRUE,,,,
453,190000,LKR,2022,1_to_3,bachelors_degree,50 - 100,Senior Quality Assurance Engineer,approved,,,,TRUE,,TRUE,,,,
454,15000,LKR,2022,0_to_1,bachelors_degree,10 - 50,Internship,approved,,,,TRUE,,TRUE,,,,
455,30000,LKR,2022,0_to_1,bachelors_degree,200 - 300,Internship,approved,,,,TRUE,,TRUE,,,,
456,98,USD,2022,0_to_1,bachelors_degree,100 - 200,Internship,approved,,,,TRUE,,TRUE,,,,
457,15000,LKR,2022,0_to_1,bachelors_degree,10 - 50,Internship,approved,,,,TRUE,,TRUE,,,,
458,170000,LKR,2022,1_to_3,bachelors_degree,50 - 100,Senior Software Engineer,rejected,,,,TRUE,,TRUE,,,,
459,22000,LKR,2022,0_to_1,bachelors_degree,10 - 50,UI/UX Engineer,approved,,,,TRUE,,TRUE,,,,
460,20000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
461,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
462,30000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
463,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
464,30000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
465,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
466,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
467,30000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
468,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
469,30000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
470,30000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
471,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
472,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
473,30000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
474,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
475,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
476,30000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
477,30000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
478,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
479,30000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
480,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
481,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
482,30000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
483,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
484,30000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
485,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
486,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
487,30000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
488,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
489,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
490,30000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
491,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
492,30000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
493,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
494,30000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
495,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
496,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
497,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
498,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
499,30000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
500,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
501,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
502,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
503,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
504,30000,LKR,2022,1_to_3,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
505,30000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
506,30000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
507,30000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
508,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
509,30000,LKR,2022,4_to_6,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
510,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
511,40000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
512,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
513,40000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
514,40000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
515,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
516,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
517,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
518,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
519,40000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
520,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
521,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
522,40000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
523,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
524,40000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
525,40000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
526,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
527,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
528,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
529,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
530,40000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
531,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
532,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
533,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
534,40000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
535,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
536,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
537,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
538,40000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
539,40000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
540,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
541,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
542,40000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
543,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
544,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
545,40000,LKR,2022,4_to_6,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
546,50000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
547,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
548,50000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
549,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
550,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
551,50000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
552,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
553,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
554,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
555,50000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
556,50000,LKR,2022,4_to_6,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
557,50000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
558,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
559,50000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
560,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
561,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
562,50000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
563,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
564,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
565,50000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
566,50000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
567,50000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
568,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
569,60000,LKR,2022,1_to_3,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
570,60000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
571,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
572,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
573,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
574,60000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
575,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
576,60000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
577,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
578,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
579,60000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
580,60000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
581,60000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
582,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
583,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
584,60000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
585,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
586,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
587,60000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
588,60000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
589,60000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
590,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
591,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
592,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
593,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
594,60000,LKR,2022,1_to_3,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
595,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
596,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
597,60000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
598,60000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
599,60000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
600,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
601,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
602,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
603,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
604,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
605,60000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
606,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
607,60000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
608,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
609,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
610,60000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
611,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
612,60000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
613,60000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
614,60000,LKR,2022,1_to_3,bachelors_degree,above_500,associate_technical_lead,approved,,,,,,,,,,
615,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
616,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
617,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
618,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
619,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
620,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
621,60000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
622,60000,LKR,2022,1_to_3,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
623,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
624,60000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
625,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
626,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
627,60000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
628,60000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
629,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
630,60000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
631,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
632,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
633,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
634,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
635,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
636,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
637,60000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
638,60000,LKR,2022,4_to_6,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
639,60000,LKR,2022,1_to_3,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
640,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
641,60000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
642,60000,LKR,2022,0_to_1,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
643,60000,LKR,2022,4_to_6,bachelors_degree,above_500,network_engineer,approved,,,,,,,,,,
644,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
645,60000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
646,60000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
647,60000,LKR,2022,0_to_1,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
648,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
649,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
650,60000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
651,60000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
652,60000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
653,60000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
654,60000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
655,60000,LKR,2022,1_to_3,bachelors_degree,100_to_500,quality_assurance_lead,approved,,,,,,,,,,
656,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
657,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
658,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
659,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
660,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
661,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
662,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
663,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
664,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
665,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
666,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
667,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
668,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
669,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
670,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
671,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
672,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
673,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
674,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
675,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
676,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
677,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
678,70000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
679,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
680,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
681,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
682,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
683,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
684,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
685,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
686,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,network_engineer,approved,,,,,,,,,,
687,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
688,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
689,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
690,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
691,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
692,70000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
693,70000,LKR,2022,0_to_1,bachelors_degree,100_to_500,senior_software_engineer,approved,,,,,,,,,,
694,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
695,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
696,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
697,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
698,70000,LKR,2022,1_to_3,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
699,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
700,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
701,70000,LKR,2022,0_to_1,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
702,70000,LKR,2022,4_to_6,bachelors_degree,above_500,qa_engineer,approved,,,,,,,,,,
703,70000,LKR,2022,0_to_1,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
704,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
705,70000,LKR,2022,4_to_6,bachelors_degree,above_500,associate_architecture,approved,,,,,,,,,,
706,70000,LKR,2022,4_to_6,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
707,70000,LKR,2022,0_to_1,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
708,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,software_engineer,approved,,,,,,,,,,
709,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
710,70000,LKR,2022,4_to_6,bachelors_degree,above_500,software_engineer,approved,,,,,,,,,,
711,70000,LKR,2022,1_to_3,bachelors_degree,above_500,senior_software_engineer,approved,,,,,,,,,,
712,70000,LKR,2022,1_to_3,bachelors_degree,100_to_500,technical_lead,approved,,,,,,,,,,
